671,Doreen,Cronin
673,Douglas,Adams
675,Douglas,Clegg
676,Douglas,Coupland
677,Douglas,Preston
678,Dr.,Seuss
680,Dyan,Sheldon
681,E.,Nesbit
684,E.E.,Cummings
686,E.L.,Konigsburg
689,Ed,Gorman
690,Ed,McBain
696,Edith,Hamilton
697,Edith,Wharton
699,Edmund,Morris
701,Edward,Gibbon
705,Edwidge,Danticat
708,Eiji,Nonaka
709,Elaine,Cunningham
710,Eleanor,Estes
711,Elie,Wiesel
712,Elisabeth,KÃ¼bler-Ross
714,Elizabeth,Berg
716,Elizabeth,George
717,Elizabeth,Gilbert
718,Elizabeth,Lowell
719,Elizabeth,Peters
720,Ellen,Meloy
721,Elspeth,Huxley
722,Emily,BrontÃ«
723,Emily,Giffin
724,Emma,Donoghue
725,Emma,Holly
726,Emma,McLaughlin
727,Enid,Blyton
728,Eoin,Colfer
730,Epictetus,
731,Eric,Chaisson
732,Eric,Hobsbawm
733,Eric,Schlosser
734,Erica,Jong
735,Erich,Fromm
738,Erik,Larson
741,Ernest,Hemingway
743,Erving,Goffman
744,Eudora,Welty
746,Eugene,O'Neill
747,Euripides,
748,Eva,Brann
749,Evelyn,Waugh
752,Fannie,Flagg
753,Fern,Michaels
756,Francine,Pascal
758,Francine,Prose
760,Frank,Herbert
761,Frank,McConnell
762,Frank,McCourt
763,Frank,Warren
764,Franz,Kafka
766,Fred,Saberhagen
768,Friedrich,Nietzsche
770,Fyodor,Dostoyevsky
773,Garrison,Keillor
774,Garry,Wills
775,Garth,Nix
777,Gary,Paulsen
778,Gary,Russell
779,Gene,Wolfe
780,Geneen,Roth
781,GeneviÃ¨ve,
782,Geoffrey,Chaucer
784,George,Beahm
787,George,Crile
789,George,Eliot
791,George,Lucas
792,George,Orwell
797,George,Saunders
798,Georges,Perec
799,Georges,Simenon
801,Georgette,Heyer
803,Geraldine,Brooks
804,Gilles,Deleuze
805,Gloria,Goldreich
806,Gordon,Korman
809,Graham,Greene
811,Graham,Masterton
812,Grant,Morrison
813,Greg,Iles
814,Gregory,Maguire
816,Gustave,Flaubert
818,H.G.,Wells
820,H.P.,Lovecraft
822,Ha,Jin
823,HalldÃ³r,Laxness
824,Hanif,Kureishi
825,Hannah,Green
826,Harlan,Coben
830,Harper,Lee
831,Harriet,Lerner
832,Harry,Crews
833,Haruki,Murakami
835,Harvey,Pekar
836,Haven,Kimmel
837,Hayao,Miyazaki
839,Heidi,Boyd
841,Helen,Fielding
842,Helen,Vendler
843,Henning,Mankell
846,Henry,Chadwick
848,Henry,James
849,Henry,Miller
851,Herman,Melville
853,Herman,Wouk
854,Hermann,Hesse
856,Herodotus,
857,Hesiod,
858,Hideyuki,Kikuchi
860,Hinako,Takanaga
863,Hiroki,Endo
864,Hiroyuki,Morioka
865,Homer,
868,Howard,Chaykin
869,Howard,Zinn
870,Hugh,Honour
871,Humphrey,Carpenter
874,Huston,Smith
876,Iain,Pears
877,Ian,Edginton
879,Ian,Fleming
880,Ian,McEwan
881,Immanuel,Kant
883,Iris,Murdoch
886,Irvine,Welsh
887,Irving,Stone
888,Isaac,Asimov
891,Isabel,Allende
892,Isak,Dinesen
893,Italo,Calvino
895,Ivan,Turgenev
896,Ivo,AndriÄ‡
897,J.A.,Jance
898,J.D.,Salinger
900,J.K.,Rowling
902,J.M.,Barrie
903,J.M.,Coetzee
904,J.R.,Ward
907,J.V.,Jones
909,Jack,Kerley
910,Jack,Kerouac
912,Jack,London
914,Jack,Vance
915,Jack,Williamson
916,Jacqueline,Carey
918,Jakob,Nielsen
921,James,Axler
922,James,Baldwin
923,James,Campbell
924,James,Clavell
925,James,Ellroy
927,James,Hamilton-Paterson
928,James,Hawkins
929,James,Herriot
930,James,Joyce
934,James,McBride
936,James,Patterson
938,James,Preller
939,James,Redfield
941,James,Shapiro
944,Jane,Austen
947,Jane,Feather
948,Jane,Green
949,Jane,Hamilton
951,Jane,Porter
952,Jane,Smiley
953,Janet,Evanovich
955,Janet,Fitch
956,Janet,Valade
957,Janette,Oke
958,Janny,Wurts
959,Jared,Diamond
960,Jasper,Fforde
961,Jay,McInerney
962,Jay,Parini
965,Jayne,Castle
966,Jean,Baudrillard
967,Jean,Estoril
970,Jean,Rabe
971,Jean,Rhys
972,Jean,Sasson
973,Jeanette,Winterson
974,Jean-Paul,Sartre
976,Jeff,Shaara
978,Jeffrey,Archer
979,Jeffrey,Eugenides
980,Jeffrey,Ford
982,Jen,Lancaster
983,Jennifer,Crusie
984,Jennifer,Weiner
985,Jenny,Nimmo
987,Jerry,Spinelli
990,Jill,Mansell
991,Jim,Butcher
992,Jim,Carroll
993,Jim,Lehrer
994,Jimmy,Carter
995,Jo,Clayton
997,Joan,Aiken
999,Joan,Didion
1001,Joan,Holub
1002,Joanne,Fluke
1003,Joanne,Harris
1004,Jodi,Picoult
1005,Joe,Haldeman
1006,Johanna,Hurwitz
1007,John,Banville
1008,John,Barth
1009,John,Berendt
1011,John,Cheever
1015,John,Gardner
1016,John,Gray
1017,John,Grisham
1018,John,Grogan
1019,John,Hersey
1020,John,Irving
1024,John,Lescroart
1026,John,Mason
1027,John,McPhee
