637,David McCullough 
638,David Mitchell 
639,David Morrell 
640,David Noonan 
641,David Pogue 
642,David R. George III 
643,David R. Hawkins 
644,David Robbins
645,David Sedaris
646,David Sedaris 
647,David Weber 
648,Dean Koontz
649,Dean Koontz 
650,Debra Hess 
651,Delia Sherman 
652,Denis Diderot
653,Denis Johnson 
654,Denise Dersin 
655,Dennis Lehane 
656,Diana Gabaldon 
657,Diana Palmer 
658,Diana Wynne Jones 
659,Diane Johnson 
660,Dick Francis 
661,Dixie Cash 
662,Don DeLillo
663,Don DeLillo 
664,Don Rosa 
665,Donald A. Norman 
666,Donald Goines 
667,Donald J. Sobol
668,Donald Miller 
669,Donald Spoto 
670,Donna Tartt 
671,Doreen Cronin
672,Doris Kearns Goodwin 
673,Douglas Adams
674,Douglas Adams 
675,Douglas Clegg 
676,Douglas Coupland 
677,Douglas Preston
678,Dr. Seuss
679,Dr. Seuss 
680,Dyan Sheldon 
681,E. Nesbit
682,E. Nesbit 
683,E.B. White
684,E.E. Cummings
685,E.L. Doctorow 
686,E.L. Konigsburg 
687,E.M. Forster
688,E.M. Forster 
689,Ed Gorman
690,Ed McBain
691,Ed McBain 
692,Edgar Allan Poe
693,Edgar Allan Poe 
694,Edgar Rice Burroughs
695,Edgar Rice Burroughs 
696,Edith Hamilton 
697,Edith Wharton
698,Edith Wharton 
699,Edmund Morris 
700,Edmund S. Morgan 
701,Edward Gibbon 
702,Edward P. Jones 
703,Edward R. Tufte 
704,Edward W. Said 
705,Edwidge Danticat 
706,Edwin A. Abbott
707,Edwin A. Abbott 
708,Eiji Nonaka
709,Elaine Cunningham 
710,Eleanor Estes
711,Elie Wiesel
712,Elisabeth KÃ¼bler-Ross 
713,Elizabeth A. Lynn 
714,Elizabeth Berg 
715,Elizabeth Clare Prophet 
716,Elizabeth George 
717,Elizabeth Gilbert 
718,Elizabeth Lowell 
719,Elizabeth Peters 
720,Ellen Meloy 
721,Elspeth Huxley 
722,Emily BrontÃ« 
723,Emily Giffin 
724,Emma Donoghue 
725,Emma Holly 
726,Emma McLaughlin
727,Enid Blyton 
728,Eoin Colfer
729,Eoin Colfer 
730,Epictetus
731,Eric Chaisson
732,Eric Hobsbawm 
733,Eric Schlosser 
734,Erica Jong 
735,Erich Fromm
736,Erich Fromm 
737,Erich Maria Remarque 
738,Erik Larson 
739,Erin St. Claire
740,Erle Stanley Gardner 
741,Ernest Hemingway
742,Ernest Hemingway 
743,Erving Goffman 
744,Eudora Welty
745,Eudora Welty 
746,Eugene O'Neill
747,Euripides
748,Eva Brann 
749,Evelyn Waugh 
750,F. Scott Fitzgerald
751,F. Scott Fitzgerald 
752,Fannie Flagg 
753,Fern Michaels 
754,Frances Hodgson Burnett
755,Francesca Lia Block 
756,Francine Pascal
757,Francine Pascal 
758,Francine Prose 
759,Frank E. Peretti 
760,Frank Herbert 
761,Frank McConnell 
762,Frank McCourt 
763,Frank Warren 
764,Franz Kafka
765,Franz Kafka 
766,Fred Saberhagen 
767,Frederick P. Lenz 
768,Friedrich Nietzsche
769,Friedrich Nietzsche 
770,Fyodor Dostoyevsky
771,G. Richard Shell 
772,Gabriel GarcÃ­a MÃ¡rquez 
773,Garrison Keillor 
774,Garry Wills 
775,Garth Nix 
776,Gary K. Carey 
777,Gary Paulsen 
778,Gary Russell 
779,Gene Wolfe 
780,Geneen Roth 
781,GeneviÃ¨ve
782,Geoffrey Chaucer
783,Georg Wilhelm Friedrich Hegel 
784,George Beahm 
785,George Bernard Shaw
786,George Bernard Shaw 
787,George Crile 
788,George E. Stanley
789,George Eliot
790,George Eliot 
791,George Lucas 
792,George Orwell
793,George Orwell 
794,George R.R. Martin
795,George R.R. Martin 
796,George S. Clason 
797,George Saunders 
798,Georges Perec
799,Georges Simenon
800,Georges Simenon 
801,Georgette Heyer
802,Georgette Heyer 
803,Geraldine Brooks 
804,Gilles Deleuze
805,Gloria Goldreich 
806,Gordon Korman 
807,Gordon S. Wood 
808,Gore Vidal 
809,Graham Greene
810,Graham Greene 
811,Graham Masterton 
812,Grant Morrison
813,Greg Iles 
814,Gregory Maguire
815,Gregory Maguire 
816,Gustave Flaubert
817,H. Jay Riker 
818,H.G. Wells
819,H.G. Wells 
820,H.P. Lovecraft
821,H.P. Lovecraft 
822,Ha Jin 
823,HalldÃ³r Laxness
824,Hanif Kureishi 
825,Hannah Green
826,Harlan Coben 
827,Harold Bloom
828,Harold Bloom 
829,Harold G. Moore
830,Harper Lee 
831,Harriet Lerner 
832,Harry Crews 
833,Haruki Murakami
834,Haruki Murakami 
835,Harvey Pekar
836,Haven Kimmel 
837,Hayao Miyazaki
838,Hayao Miyazaki 
839,Heidi Boyd 
840,Heidi Hayes Jacobs 
841,Helen Fielding 
842,Helen Vendler 
843,Henning Mankell
844,Henri J.M. Nouwen
845,Henri J.M. Nouwen 
846,Henry Chadwick 
847,Henry David Thoreau 
848,Henry James
849,Henry Miller
850,Henry Miller 
851,Herman Melville
852,Herman Melville 
853,Herman Wouk 
854,Hermann Hesse
855,Hermann Hesse 
856,Herodotus
857,Hesiod
858,Hideyuki Kikuchi
859,Hilary H. Milton 
860,Hinako Takanaga 
861,Hirohiko Araki
862,Hirohiko Araki 
863,Hiroki Endo 
864,Hiroyuki Morioka 
865,Homer
866,HonorÃ© de Balzac
867,HonorÃ© de Balzac 
868,Howard Chaykin 
869,Howard Zinn 
870,Hugh Honour
871,Humphrey Carpenter 
872,Hunter S. Thompson
873,Hunter S. Thompson 
874,Huston Smith 
875,Iain M. Banks 
876,Iain Pears 
877,Ian Edginton
878,Ian Edginton 
879,Ian Fleming 
880,Ian McEwan 
881,Immanuel Kant
882,International Code Council (ICC) 
883,Iris Murdoch
884,Iris Murdoch 
885,Irvin D. Yalom 
886,Irvine Welsh 
887,Irving Stone 
888,Isaac Asimov
889,Isaac Asimov 
890,Isaac Bashevis Singer
891,Isabel Allende 
892,Isak Dinesen
893,Italo Calvino
894,Italo Calvino 
895,Ivan Turgenev
896,Ivo AndriÄ‡
897,J.A. Jance 
898,J.D. Salinger
899,J.D. Salinger 
900,J.K. Rowling
901,J.K. Rowling 
902,J.M. Barrie
903,J.M. Coetzee 
904,J.R. Ward 
905,J.R.R. Tolkien
906,J.R.R. Tolkien 
907,J.V. Jones 
908,Jack Du Brul 
909,Jack Kerley 
910,Jack Kerouac
911,Jack Kerouac 
912,Jack London
913,Jack London 
914,Jack Vance 
915,Jack Williamson 
916,Jacqueline Carey 
917,Jahnna N. Malcolm 
918,Jakob Nielsen
919,James A. Michener
920,James A. Michener 
921,James Axler 
922,James Baldwin 
923,James Campbell 
924,James Clavell 
925,James Ellroy 
926,James Fenimore Cooper
927,James Hamilton-Paterson 
928,James Hawkins 
929,James Herriot 
930,James Joyce
931,James L. Stokesbury 
932,James Lamar Roberts
933,James Lee Burke 
934,James McBride 
935,James N. Frey 
936,James Patterson
937,James Patterson 
938,James Preller
939,James Redfield 
940,James Scott Bell 
941,James Shapiro 
942,James Tiptree Jr. 
943,James W. Loewen 
944,Jane Austen
945,Jane Austen 
946,Jane B. Mason
947,Jane Feather 
948,Jane Green 
949,Jane Hamilton 
950,Jane Leslie Conly
951,Jane Porter 
952,Jane Smiley 
953,Janet Evanovich
954,Janet Evanovich 
955,Janet Fitch 
956,Janet Valade 
957,Janette Oke 
958,Janny Wurts 
959,Jared Diamond 
960,Jasper Fforde 
961,Jay McInerney 
962,Jay Parini 
963,Jay Rubin 
964,Jayne Ann Krentz 
965,Jayne Castle
966,Jean Baudrillard
967,Jean Estoril
968,Jean Estoril 
969,Jean M. Auel 
970,Jean Rabe 
971,Jean Rhys 
972,Jean Sasson 
973,Jeanette Winterson 
974,Jean-Paul Sartre
975,Jean-Paul Sartre 
976,Jeff Shaara 
977,Jeffery Deaver 
978,Jeffrey Archer 
979,Jeffrey Eugenides 
980,Jeffrey Ford
981,Jeffrey Ford 
982,Jen Lancaster 
983,Jennifer Crusie 
984,Jennifer Weiner 
985,Jenny Nimmo 
986,Jerome K. Jerome 
987,Jerry Spinelli 
988,Jhumpa Lahiri 
989,Jill Elizabeth Nelson 
990,Jill Mansell 
991,Jim Butcher 
992,Jim Carroll 
993,Jim Lehrer 
994,Jimmy Carter 
995,Jo Clayton
996,Jo Clayton 
997,Joan Aiken
998,Joan Aiken 
999,Joan Didion
1000,Joan Didion 
1001,Joan Holub
1002,Joanne Fluke 
1003,Joanne Harris 
1004,Jodi Picoult 
1005,Joe Haldeman 
1006,Johanna Hurwitz
1007,John Banville 
1008,John Barth 
1009,John Berendt 
1010,John Brunner 
1011,John Cheever
1012,John Dos Passos
1013,John Dos Passos 
1014,John F. MacArthur Jr. 
1015,John Gardner
1016,John Gray 
1017,John Grisham 
1018,John Grogan 
1019,John Hersey 
1020,John Irving
1021,John Irving 
1022,John Julius Norwich 
1023,John Kennedy Toole 
1024,John Lescroart 
1025,John Maddox Roberts 
1026,John Mason 
1027,John McPhee 
1028,John Milton
1029,John Nichols 
1030,John Ostrander
1031,John Perkins 
1032,John Piper 
1033,John Sandford 
1034,John Saul 
1035,John Steinbeck
1036,John Steinbeck 
1037,John Updike 
1038,Jon Kabat-Zinn 
1039,Jon Krakauer 
1040,Jon Ronson 
1041,Jonathan Carroll 
1042,Jonathan Franzen 
1043,Jonathan Harr 
1044,Jonathan Lethem 
1045,Jonathan Safran Foer 
1046,Jonathan Swift
1047,Jorge Luis Borges
1048,Jorge Luis Borges 
1049,JosÃ© Saramago
1050,Joseph Campbell
1051,Joseph Conrad
1052,Joseph Conrad 
1053,Joseph Frank 
1054,Joseph Heller 
1055,Joseph J. Ellis 
1056,Joseph Pearce 
1057,Joseph Wambaugh 
1058,Joss Whedon
1059,Jostein Gaarder
1060,Joyce Carol Oates
1061,Joyce Carol Oates 
1062,Juan Rulfo 
1063,Jude Fisher 
1064,Jude Watson 
1065,Judi Barrett
1066,Judith McNaught 
1067,Judith Viorst
1068,Judy Blume 
1069,Jules Verne
1070,Jules Verne 
1071,Julia Alvarez 
1072,Julian Barnes 
1073,Julian Jaynes 
1074,Julian May 
1075,Julie Aigner-Clark
1076,Julie Kenner 
1077,Julie Powell 
1078,Juliet Marillier 
1079,Jung Chang 
1080,Jun'ichirÅ Tanizaki
1081,KÅbÅ Abe
1082,Kahlil Gibran 
1083,Kaho Miyasaka 
1084,KÅji Suzuki
1085,Kara
1086,Karen Armstrong 
1087,Karen Cushman 
1088,Karen Hesse 
1089,Karen Katz 
1090,Karen Kingsbury
1091,Karen Kingsbury 
1092,Karen O'Connor
1093,Karen Tei Yamashita 
1094,Karin Slaughter 
1095,Kate Atkinson
1096,Kate Atkinson 
1097,Kate Chopin
1098,Kate DiCamillo
1099,Kate DiCamillo 
1100,Kate Horsley 
1101,Katherine Paterson 
1102,Kathryn Lasky 
1103,Kathy Acker 
1104,Kay Redfield Jamison 
1105,Kaye Gibbons 
1106,Kazuo Ishiguro 
1107,Kazuo Umezu 
1108,Keith Herber 
1109,Kelley Armstrong 
1110,Ken Follett
1111,Ken Follett 
1112,Ken Kesey
1113,Ken Kesey 
1114,Kenneth H. Blanchard
1115,Kenneth H. Blanchard 
1116,KenzaburÅ ÅŒe
1117,Kevin Crossley-Holland 
1118,Kevin Henkes 
1119,Kevin Trudeau 
1120,Kim Harrison 
